sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,Temp_Diff,Engine Condition
642.83,1582.09,1397.57,554.44,2387.96,9063.43,47.33,522.42,2388.02,8145.38,8.4064,392,39.0,23.4181,-7622.96,0
642.79,1605.14,1412.31,552.5,2388.18,9046.62,47.82,520.63,2388.17,8128.22,8.4692,393,38.67,23.282,-7607.59,1
643.29,1600.48,1414.81,552.86,2388.12,9091.86,47.84,520.62,2388.13,8170.47,8.4579,394,38.75,23.1642,-7649.85,0
642.79,1586.63,1413.04,552.99,2388.08,9102.72,47.54,521.71,2388.06,8166.96,8.44,394,38.65,23.3386,-7645.25,0
642.79,1589.82,1413.34,552.91,2388.11,9049.64,47.4,521.57,2388.18,8129.67,8.4208,392,39.0,23.3664,-7608.1,0
643.76,1597.89,1425.13,552.4,2388.28,9051.42,48.21,520.11,2388.25,8122.72,8.487,396,38.42,23.0516,-7602.610000000001,1
642.2,1580.01,1396.59,554.63,2388.03,9060.91,47.26,522.65,2388.01,8139.75,8.3996,392,38.96,23.4563,-7617.1,0
642.74,1592.33,1400.23,554.14,2388.03,9067.78,47.32,522.21,2388.05,8145.31,8.3983,390,38.9,23.4224,-7623.1,0
641.67,1588.86,1403.43,553.78,2387.98,9066.2,47.31,522.22,2387.96,8151.48,8.4162,392,39.16,23.4124,-7629.259999999999,0
642.16,1595.23,1395.89,553.64,2388.06,9063.16,47.44,521.63,2388.05,8140.65,8.4138,393,38.92,23.2852,-7619.0199999999995,0
641.84,1586.45,1412.6,554.63,2388.1,9063.43,47.48,521.43,2388.01,8141.77,8.411,393,38.84,23.2635,-7620.34,0
642.76,1585.02,1400.97,553.84,2388.06,9067.56,47.31,521.68,2388.05,8142.13,8.4197,392,38.93,23.4027,-7620.45,0
643.09,1597.25,1409.57,552.82,2388.15,9041.48,47.5,520.94,2388.17,8128.52,8.4269,393,38.99,23.3442,-7607.58,0
642.32,1585.91,1404.25,552.8,2388.02,9068.73,47.52,521.61,2388.04,8139.62,8.4553,393,38.95,23.2841,-7618.01,0
642.89,1596.93,1414.79,552.79,2388.18,9047.62,47.88,520.66,2388.16,8120.38,8.4423,393,38.72,23.2878,-7599.72,0
642.22,1585.6,1413.68,553.26,2388.18,9043.35,47.65,521.04,2388.15,8126.83,8.4482,392,38.67,23.2438,-7605.79,0
642.51,1592.29,1413.9,552.54,2388.17,9056.78,47.8,520.58,2388.21,8132.62,8.4403,395,38.65,23.2259,-7612.04,0
642.16,1591.03,1396.35,554.31,2388.02,9056.59,47.27,521.69,2387.99,8141.57,8.4339,391,38.9,23.3506,-7619.879999999999,0
642.93,1587.54,1413.29,552.81,2388.09,9103.29,47.76,521.35,2388.11,8173.79,8.4224,394,38.65,23.1507,-7652.44,0
643.47,1593.05,1415.51,552.57,2388.12,9075.73,47.62,520.49,2388.11,8153.02,8.4844,396,38.77,23.2382,-7632.530000000001,0
643.03,1599.56,1418.16,551.67,2388.1,9085.72,47.77,520.68,2388.17,8160.63,8.4516,394,38.6,23.0774,-7639.95,0
643.16,1600.37,1422.06,551.25,2388.22,9057.1,47.8,520.01,2388.24,8134.85,8.5413,394,38.81,23.1665,-7614.84,1
642.24,1586.55,1400.44,554.68,2387.98,9062.84,47.3,521.75,2388.01,8143.11,8.4046,395,39.01,23.396,-7621.36,0
642.72,1577.39,1404.07,553.15,2388.07,9070.38,47.75,521.27,2388.07,8149.96,8.4232,392,38.93,23.3933,-7628.6900000000005,0
642.32,1592.64,1407.6,553.54,2388.06,9067.25,47.47,521.9,2388.08,8143.85,8.4202,393,39.1,23.23,-7621.950000000001,0
642.67,1588.56,1409.57,553.12,2388.04,9062.25,47.62,521.26,2388.1,8144.14,8.4294,393,38.89,23.2795,-7622.88,0
642.21,1584.14,1397.78,554.0,2388.03,9075.12,47.27,522.45,2387.96,8153.77,8.4198,391,38.88,23.3039,-7631.320000000001,0
642.24,1589.44,1405.16,553.17,2388.19,9043.4,47.82,521.11,2388.15,8129.82,8.4371,394,38.7,23.1519,-7608.71,0
642.51,1588.0,1410.43,553.07,2388.07,9060.64,47.69,521.33,2388.15,8137.14,8.4291,393,38.73,23.31,-7615.81,0
642.31,1578.13,1400.38,553.93,2387.98,9066.67,47.35,522.41,2388.04,8144.68,8.4037,393,39.0,23.4549,-7622.27,0
642.55,1583.62,1406.0,554.16,2388.04,9056.01,47.46,521.92,2388.05,8136.42,8.4381,392,38.78,23.3139,-7614.5,0
642.64,1589.48,1407.74,553.15,2388.19,9045.17,47.53,521.37,2388.08,8132.59,8.4375,394,38.75,23.2922,-7611.22,0
642.87,1595.57,1410.28,552.78,2388.16,9081.8,47.78,521.15,2388.09,8163.67,8.4557,393,38.72,23.3655,-7642.52,0
642.88,1595.83,1412.91,552.75,2388.13,9044.45,47.54,521.91,2388.18,8123.65,8.4644,394,38.8,23.2626,-7601.74,0
642.25,1593.69,1405.38,553.57,2388.13,9063.75,47.39,521.17,2388.12,8138.65,8.4038,392,39.02,23.2638,-7617.48,0
642.41,1586.85,1401.16,553.57,2388.09,9048.78,47.36,521.89,2388.04,8130.97,8.4067,393,38.91,23.4331,-7609.08,0
642.24,1583.09,1399.38,553.89,2388.02,9062.13,47.11,522.1,2387.98,8141.34,8.4021,392,39.08,23.4386,-7619.24,0
643.81,1607.54,1430.81,551.38,2388.19,9127.8,48.13,520.03,2388.14,8193.83,8.5184,398,38.39,23.0108,-7673.8,1
643.46,1597.43,1410.54,553.28,2388.17,9060.35,47.67,520.58,2388.17,8129.68,8.4699,393,38.76,23.3359,-7609.1,0
642.29,1591.79,1406.5,553.44,2388.03,9061.83,47.52,521.9,2388.06,8137.07,8.428,392,38.79,23.4014,-7615.17,0
643.42,1583.09,1403.06,553.83,2388.06,9044.81,47.42,521.19,2388.07,8127.12,8.3981,393,39.04,23.3901,-7605.93,0
642.44,1588.56,1406.24,553.77,2388.08,9069.76,47.16,522.4,2388.02,8143.66,8.4518,394,38.72,23.3774,-7621.26,0
642.8,1592.05,1419.01,553.58,2388.08,9067.49,47.75,521.14,2388.14,8145.96,8.4682,393,38.68,23.2201,-7624.82,0
641.68,1579.67,1405.19,553.48,2388.08,9047.11,47.43,521.81,2388.07,8130.77,8.4074,393,38.9,23.4048,-7608.960000000001,0
643.69,1594.6,1414.92,552.77,2388.15,9065.16,47.65,521.34,2388.18,8147.18,8.4752,393,38.74,23.1781,-7625.84,0
642.21,1591.46,1413.56,552.96,2388.18,9043.66,47.72,521.32,2388.15,8126.47,8.4407,393,38.98,23.2443,-7605.150000000001,0
643.07,1595.05,1416.71,552.66,2388.07,9122.08,47.58,520.64,2388.14,8194.64,8.4955,396,38.73,23.2634,-7673.999999999999,1
642.62,1584.55,1403.1,553.73,2388.08,9055.82,47.32,521.87,2388.04,8141.24,8.4275,393,38.86,23.3656,-7619.37,0
642.57,1581.14,1396.09,553.56,2387.99,9058.54,47.09,522.17,2388.04,8134.78,8.4072,392,38.94,23.4075,-7612.61,0
643.44,1595.76,1415.06,552.16,2388.17,9113.22,47.87,519.93,2388.13,8192.29,8.4946,394,38.79,23.2389,-7672.360000000001,1
643.54,1595.47,1411.44,552.72,2388.11,9087.74,47.45,520.49,2388.06,8155.12,8.4413,394,38.95,23.226,-7634.63,0
642.78,1598.39,1418.32,552.89,2388.11,9080.4,47.64,520.95,2388.12,8149.36,8.4596,393,38.72,23.3051,-7628.41,0
643.15,1591.32,1417.0,552.97,2388.15,9056.75,47.65,520.76,2388.14,8129.33,8.4543,393,38.73,23.2524,-7608.57,0
642.09,1589.3,1400.26,554.1,2388.0,9057.93,47.26,522.32,2388.05,8145.34,8.3898,392,39.05,23.4893,-7623.02,0
643.52,1604.74,1421.05,552.19,2388.19,9134.8,47.92,520.44,2388.16,8203.53,8.4883,397,38.52,23.1732,-7683.09,1
642.58,1593.51,1406.64,553.47,2388.09,9053.68,47.5,521.37,2388.11,8133.14,8.456,395,38.89,23.3301,-7611.77,0
642.88,1592.98,1414.39,552.67,2388.15,9041.98,47.43,521.42,2388.14,8121.62,8.4366,392,38.76,23.271,-7600.2,0
641.66,1590.59,1400.25,554.6,2388.07,9052.79,47.23,522.19,2387.99,8139.65,8.3986,392,38.96,23.4331,-7617.459999999999,0
642.4,1593.71,1412.32,553.58,2388.05,9056.01,47.45,521.54,2388.11,8139.07,8.4482,396,38.91,23.3147,-7617.53,0
642.29,1588.49,1408.13,554.22,2388.01,9052.21,47.34,522.07,2388.08,8135.13,8.4167,391,39.05,23.378,-7613.06,0
642.08,1583.88,1395.34,554.02,2388.1,9058.25,47.34,522.02,2388.05,8135.4,8.4287,393,39.01,23.3901,-7613.379999999999,0
641.83,1587.57,1406.74,553.98,2388.06,9051.59,47.3,522.28,2388.07,8141.9,8.4245,390,39.04,23.4178,-7619.62,0
643.27,1604.36,1419.95,552.61,2388.08,9092.28,47.67,520.82,2388.1,8160.21,8.443,394,38.48,23.2537,-7639.39,0
642.29,1588.6,1396.27,554.02,2387.98,9057.69,47.08,522.69,2388.04,8141.34,8.3827,392,38.95,23.4418,-7618.65,0
643.03,1590.87,1412.38,552.73,2388.07,9081.46,47.47,521.82,2388.07,8156.91,8.4572,395,38.86,23.2744,-7635.09,0
642.57,1590.32,1413.95,552.69,2388.15,9054.49,47.58,521.42,2388.07,8134.01,8.4194,393,38.65,23.2367,-7612.59,0
642.49,1587.66,1404.95,554.0,2388.05,9059.26,47.36,522.1,2388.04,8140.77,8.4337,394,38.73,23.3311,-7618.67,0
642.82,1592.36,1405.12,554.22,2388.02,9047.99,47.31,521.51,2388.1,8133.67,8.3962,393,38.65,23.3209,-7612.16,0
642.65,1592.47,1414.0,552.84,2388.12,9046.59,47.67,521.24,2388.14,8129.29,8.4132,393,38.64,23.2527,-7608.05,0
642.2,1587.83,1406.56,553.66,2388.16,9061.32,47.34,521.91,2388.1,8146.61,8.3949,393,38.87,23.272,-7624.7,0
642.83,1593.63,1408.34,552.97,2388.19,9045.25,47.62,521.07,2388.18,8120.66,8.4598,394,38.77,23.2463,-7599.59,0
643.11,1585.46,1418.08,552.3,2388.14,9081.82,47.84,520.9,2388.12,8163.18,8.4598,395,38.71,23.1527,-7642.280000000001,0
642.78,1595.33,1402.31,553.28,2388.06,9114.75,47.22,521.93,2388.02,8194.04,8.4197,394,38.91,23.3807,-7672.110000000001,0
642.1,1592.26,1404.1,554.16,2387.99,9052.97,47.17,522.32,2388.03,8140.64,8.4052,391,39.1,23.4109,-7618.320000000001,0
643.46,1602.5,1431.13,551.78,2388.23,9059.36,48.0,520.33,2388.25,8130.65,8.494,394,38.54,23.0676,-7610.32,1
642.29,1592.54,1409.44,553.22,2388.1,9057.23,47.48,521.35,2388.08,8132.79,8.4622,393,38.75,23.2615,-7611.44,0
643.46,1603.54,1424.54,552.03,2388.15,9113.4,48.06,519.83,2388.23,8177.31,8.523,396,38.48,23.234,-7657.4800000000005,1
642.64,1587.87,1400.87,552.7,2388.03,9073.32,47.49,521.33,2388.06,8152.25,8.4403,394,38.99,23.3158,-7630.92,0
642.15,1583.52,1399.72,554.94,2387.98,9054.07,47.05,522.4,2388.01,8142.05,8.4117,391,38.91,23.4025,-7619.650000000001,0
643.4,1595.61,1422.13,552.73,2388.15,9107.89,47.69,521.21,2388.09,8181.46,8.4637,393,38.6,23.2551,-7660.25,0
642.48,1589.14,1409.04,553.95,2388.05,9069.38,47.63,521.76,2388.07,8147.71,8.4029,393,38.98,23.288,-7625.95,0
643.04,1585.75,1402.42,554.22,2388.07,9061.17,47.33,522.02,2388.02,8141.98,8.404,392,38.97,23.3391,-7619.959999999999,0
642.36,1588.79,1407.39,554.43,2388.0,9067.18,47.32,522.14,2388.04,8142.88,8.4425,392,38.92,23.3965,-7620.74,0
642.49,1591.16,1398.86,554.17,2388.01,9063.3,47.4,521.63,2388.01,8140.92,8.4324,392,38.9,23.3373,-7619.29,0
642.94,1587.34,1403.16,553.37,2388.12,9042.49,47.5,521.49,2388.15,8121.11,8.5029,394,39.06,23.2163,-7599.62,0
642.79,1594.86,1422.6,553.14,2388.07,9092.04,47.87,520.79,2388.14,8160.44,8.4657,395,38.85,23.1549,-7639.65,1
642.31,1583.66,1407.37,553.23,2388.09,9063.19,47.35,522.23,2388.11,8146.2,8.4379,392,38.91,23.3968,-7623.969999999999,0
642.95,1591.55,1408.93,553.15,2388.13,9062.54,47.43,521.36,2388.13,8137.68,8.4544,394,38.74,23.2815,-7616.320000000001,0
642.35,1582.84,1399.13,554.68,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,390,39.01,23.2841,-7604.7300000000005,0
643.51,1593.85,1426.78,552.84,2388.21,9082.17,47.82,520.23,2388.19,8154.78,8.5171,396,38.49,23.0549,-7634.549999999999,1
641.99,1592.38,1397.46,554.02,2388.07,9049.98,47.43,522.57,2388.08,8140.9,8.446,391,38.99,23.3495,-7618.33,0
643.17,1605.33,1428.14,552.23,2388.15,9095.5,47.97,520.64,2388.16,8166.65,8.477,394,38.63,23.2292,-7646.009999999999,1
642.67,1596.45,1417.79,552.98,2388.11,9146.51,47.65,521.23,2388.07,8217.88,8.4719,394,38.68,23.1415,-7696.65,1
642.96,1594.29,1416.71,552.87,2388.08,9092.19,47.73,520.57,2388.08,8164.52,8.4571,394,38.52,23.0857,-7643.950000000001,0
642.14,1583.3,1399.64,554.86,2388.07,9065.49,47.33,522.03,2388.05,8156.05,8.4278,392,38.94,23.501,-7634.02,0
642.28,1589.07,1412.99,553.96,2388.09,9039.51,47.44,521.3,2388.09,8124.79,8.4021,393,38.87,23.2866,-7603.49,0
642.46,1589.27,1401.16,554.25,2388.04,9059.85,47.16,522.05,2388.03,8138.26,8.3895,391,39.13,23.3479,-7616.21,0
642.51,1590.91,1410.02,552.94,2388.05,9064.09,47.57,521.87,2388.05,8145.81,8.4371,393,38.64,23.2385,-7623.9400000000005,0
642.04,1589.99,1394.96,554.57,2388.0,9077.8,47.36,522.24,2388.02,8149.68,8.4122,391,39.1,23.369,-7627.4400000000005,0
643.89,1596.52,1419.81,551.27,2388.26,9061.37,47.88,519.82,2388.14,8142.63,8.5116,394,38.53,23.1329,-7622.81,1
642.73,1586.57,1403.66,554.32,2388.09,9064.09,47.16,521.91,2388.08,8136.78,8.4122,393,38.89,23.3741,-7614.87,0
642.29,1584.71,1407.49,553.29,2388.12,9050.26,47.66,521.04,2388.13,8126.72,8.4626,393,38.78,23.26,-7605.68,0
643.03,1593.48,1420.27,552.45,2388.18,9085.7,47.66,520.27,2388.12,8160.3,8.5185,395,38.66,23.0402,-7640.030000000001,1
643.21,1586.08,1417.94,552.78,2388.13,9064.07,47.57,520.83,2388.12,8144.75,8.4439,395,38.63,23.2237,-7623.92,0
642.61,1583.26,1397.76,553.67,2387.98,9056.09,47.1,522.16,2387.98,8141.46,8.3976,390,38.87,23.403,-7619.3,0
644.26,1610.89,1430.32,550.99,2388.15,9153.32,48.22,519.76,2388.16,8211.76,8.5477,397,38.53,23.1291,-7692.0,1
642.97,1604.8,1424.05,551.85,2388.24,9047.14,48.2,519.83,2388.25,8126.07,8.5145,396,38.54,23.0839,-7606.24,1
642.33,1584.19,1396.72,554.13,2388.08,9059.06,47.24,521.63,2388.0,8141.15,8.3935,393,38.83,23.3444,-7619.5199999999995,0
642.49,1578.29,1399.01,553.78,2388.01,9073.44,47.15,521.97,2387.97,8148.38,8.4199,392,38.99,23.4173,-7626.41,0
641.92,1587.59,1409.97,553.62,2388.07,9060.04,47.21,521.87,2388.02,8139.29,8.4417,393,38.84,23.3614,-7617.42,0
642.76,1592.22,1406.11,552.13,2388.14,9049.45,47.68,521.25,2388.12,8123.8,8.4405,393,38.86,23.2371,-7602.55,0
643.8,1604.97,1421.58,551.72,2388.26,9063.17,48.2,519.46,2388.23,8126.59,8.5264,396,38.4,23.0069,-7607.13,1
643.13,1590.69,1421.77,552.38,2388.09,9088.23,47.7,521.28,2388.14,8166.8,8.4825,394,38.76,23.0683,-7645.52,0
642.36,1583.37,1407.82,552.65,2388.13,9074.41,47.7,521.26,2388.12,8147.53,8.4414,392,38.8,23.1497,-7626.2699999999995,0
642.01,1584.5,1402.64,554.79,2388.06,9054.42,47.11,522.35,2388.02,8137.54,8.3982,392,39.09,23.4249,-7615.19,0
643.5,1597.28,1427.6,551.66,2388.21,9075.57,48.13,520.03,2388.18,8154.1,8.5288,396,38.66,23.0933,-7634.070000000001,1
642.76,1590.13,1413.89,552.15,2388.19,9049.77,47.65,521.34,2388.18,8123.74,8.4474,394,38.67,23.2794,-7602.4,0
643.24,1600.49,1419.17,552.12,2388.23,9058.95,47.91,520.44,2388.17,8126.02,8.5009,395,38.67,23.1737,-7605.58,1
642.42,1587.37,1398.15,553.37,2388.08,9046.63,47.56,521.41,2388.14,8134.0,8.4636,393,38.92,23.2807,-7612.59,0
642.36,1582.75,1407.26,553.63,2388.17,9053.46,47.74,521.14,2388.08,8137.02,8.4299,393,38.86,23.2892,-7615.88,0
642.12,1585.44,1402.31,555.16,2388.03,9058.01,47.03,522.11,2388.06,8137.73,8.4077,392,38.96,23.4275,-7615.62,0
642.72,1584.21,1405.94,553.42,2388.09,9054.27,47.44,521.26,2388.04,8133.83,8.4136,393,39.02,23.3642,-7612.57,0
642.39,1584.89,1396.22,554.54,2388.01,9065.36,47.04,522.61,2387.97,8148.56,8.3573,391,39.31,23.5103,-7625.950000000001,0
642.55,1586.78,1402.1,552.96,2388.05,9062.54,47.6,521.63,2388.11,8138.92,8.4045,394,38.98,23.3129,-7617.29,0
642.25,1591.71,1406.54,553.08,2388.17,9038.85,47.71,521.34,2388.14,8124.29,8.4493,393,38.79,23.3511,-7602.95,0
643.04,1587.66,1407.25,553.49,2388.13,9062.15,47.69,521.27,2388.06,8137.83,8.4387,393,38.93,23.3177,-7616.5599999999995,0
643.33,1598.84,1423.44,552.64,2388.23,9050.27,48.0,519.81,2388.2,8128.02,8.4748,394,38.7,23.1341,-7608.210000000001,1
642.28,1588.92,1397.3,554.96,2387.99,9048.1,47.14,522.04,2388.01,8137.55,8.3823,393,39.07,23.5493,-7615.51,0
642.82,1586.54,1414.02,552.7,2388.15,9058.1,47.72,520.95,2388.07,8136.15,8.4603,393,38.97,23.2899,-7615.2,0
642.21,1595.3,1406.31,553.05,2388.16,9032.99,47.56,521.08,2388.17,8124.37,8.4576,394,38.6,23.3487,-7603.29,0
642.54,1594.74,1407.48,552.88,2388.09,9060.97,47.25,521.5,2388.06,8139.25,8.4391,393,38.9,23.2895,-7617.75,0
642.12,1587.0,1408.8,553.73,2388.06,9076.13,47.27,521.81,2388.03,8150.01,8.4317,393,39.0,23.2458,-7628.200000000001,0
643.53,1590.03,1416.23,553.15,2388.14,9043.06,47.65,520.89,2388.15,8123.26,8.4285,394,38.67,23.1985,-7602.37,0
642.33,1595.74,1416.46,553.67,2388.1,9051.35,47.64,521.21,2388.14,8134.42,8.4453,394,38.73,23.1944,-7613.21,0
642.65,1590.89,1409.85,553.61,2388.16,9043.84,47.56,521.17,2388.17,8125.09,8.4433,393,38.99,23.4086,-7603.92,0
642.35,1582.2,1421.03,553.44,2388.14,9043.74,47.58,521.07,2388.11,8129.3,8.4459,393,38.86,23.2998,-7608.2300000000005,0
642.73,1585.3,1412.48,554.4,2388.08,9050.42,47.4,521.81,2388.1,8131.38,8.4064,394,39.04,23.3335,-7609.57,0
642.16,1592.08,1397.95,554.36,2388.05,9057.86,47.14,521.89,2388.03,8138.31,8.371,393,39.08,23.476,-7616.42,0
642.53,1577.16,1400.16,554.32,2388.01,9053.96,47.31,522.43,2388.0,8140.53,8.3964,391,39.16,23.511,-7618.099999999999,0
643.0,1601.5,1413.38,552.71,2388.11,9068.49,47.72,520.55,2388.18,8149.03,8.4654,393,38.8,23.11,-7628.48,0
641.9,1591.83,1398.37,554.52,2387.97,9060.75,47.18,522.66,2388.0,8147.77,8.4159,391,39.07,23.3106,-7625.110000000001,0
643.07,1593.36,1419.41,553.32,2388.14,9093.04,47.73,520.97,2388.14,8167.33,8.4802,395,38.61,23.1382,-7646.36,1
642.26,1590.69,1410.43,554.17,2388.03,9066.79,47.62,521.45,2388.11,8141.63,8.4204,393,38.79,23.3128,-7620.18,0
642.19,1579.94,1400.08,554.04,2388.03,9057.03,47.23,521.39,2388.1,8137.94,8.4344,392,38.96,23.2573,-7616.549999999999,0
643.6,1614.93,1427.59,551.58,2388.22,9133.34,48.16,519.73,2388.21,8198.36,8.4929,396,38.3,23.1198,-7678.630000000001,1
642.58,1591.98,1407.88,553.77,2388.07,9064.81,47.67,521.46,2388.04,8150.62,8.4401,394,38.88,23.2911,-7629.16,0
642.3,1590.66,1400.62,553.8,2388.12,9057.33,47.38,521.28,2388.06,8141.7,8.4087,392,39.12,23.3024,-7620.42,0
642.04,1585.91,1399.54,554.58,2388.03,9055.66,47.28,522.07,2387.97,8145.77,8.4406,395,39.03,23.3824,-7623.700000000001,0
643.47,1598.9,1420.03,551.89,2388.2,9041.51,47.96,520.2,2388.3,8120.54,8.4889,397,38.8,23.1875,-7600.34,1
641.67,1591.35,1413.04,553.5,2388.08,9067.97,47.47,521.28,2388.1,8141.69,8.4531,394,38.86,23.3455,-7620.41,0
642.72,1588.82,1404.66,554.2,2388.11,9048.98,47.53,521.8,2388.08,8129.38,8.4247,391,38.92,23.2468,-7607.58,0
642.18,1589.18,1388.26,554.64,2387.97,9054.44,47.25,522.35,2387.99,8139.42,8.4077,392,39.18,23.4287,-7617.07,0
642.4,1594.52,1418.87,552.87,2388.2,9040.22,47.74,521.21,2388.1,8128.06,8.4591,393,38.81,23.2751,-7606.85,0
642.53,1586.81,1402.28,554.69,2387.99,9054.37,47.39,521.46,2388.0,8132.69,8.4068,393,38.86,23.3233,-7611.23,0
642.31,1591.12,1418.07,552.9,2388.14,9063.64,47.67,521.33,2388.13,8136.97,8.4801,394,38.87,23.2796,-7615.64,0
643.56,1598.29,1423.88,553.07,2388.12,9089.1,47.95,520.86,2388.2,8163.49,8.4644,394,38.74,23.1691,-7642.63,0
642.25,1588.5,1404.14,554.72,2388.09,9053.83,47.37,521.75,2388.1,8137.22,8.4047,394,38.74,23.4052,-7615.47,0
642.74,1589.94,1415.0,553.36,2388.14,9068.24,47.71,521.47,2388.14,8147.89,8.4589,393,38.7,23.3013,-7626.42,0
641.79,1588.09,1396.71,554.69,2387.98,9066.71,47.23,522.43,2388.01,8143.45,8.4101,391,39.06,23.4251,-7621.0199999999995,0
642.83,1586.25,1413.75,553.3,2388.07,9071.83,47.56,521.1,2388.11,8154.25,8.4615,394,38.85,23.2746,-7633.15,0
642.84,1589.09,1411.63,553.35,2388.1,9042.39,47.76,521.92,2388.13,8128.45,8.4589,395,38.69,23.2324,-7606.53,0
642.36,1591.77,1408.79,552.47,2388.15,9045.1,47.64,520.8,2388.19,8120.91,8.4877,393,38.85,23.3407,-7600.11,0
642.85,1584.8,1409.4,553.28,2388.07,9070.38,47.5,522.03,2388.13,8142.34,8.4406,392,38.82,23.2761,-7620.31,0
643.17,1595.57,1422.49,551.73,2388.2,9067.14,47.97,520.49,2388.23,8137.86,8.4973,394,38.63,23.1534,-7617.37,1
643.03,1585.74,1417.54,553.17,2388.19,9053.04,47.63,521.11,2388.15,8131.88,8.4711,394,38.78,23.2037,-7610.77,0
643.1,1587.04,1411.97,553.27,2388.05,9050.21,47.33,521.51,2388.1,8127.17,8.4297,393,38.87,23.2258,-7605.66,0
642.26,1592.0,1412.81,553.89,2388.08,9064.63,47.33,521.77,2388.07,8137.63,8.4489,394,38.72,23.2257,-7615.860000000001,0
642.67,1596.18,1413.16,553.01,2388.1,9097.98,47.47,521.1,2388.14,8171.14,8.4318,394,38.81,23.2654,-7650.04,0
643.01,1584.72,1406.23,553.77,2388.14,9048.58,47.39,520.93,2388.13,8130.18,8.4487,393,38.82,23.2729,-7609.25,0
642.3,1593.29,1403.39,553.51,2388.15,9063.97,47.77,521.33,2388.15,8131.98,8.4692,393,38.75,23.2237,-7610.65,0
643.28,1593.14,1421.27,552.4,2388.22,9066.98,47.82,520.44,2388.21,8141.49,8.4888,396,38.35,23.1389,-7621.049999999999,1
642.38,1585.0,1401.65,553.68,2388.08,9052.79,47.19,522.09,2388.07,8136.45,8.3993,392,38.86,23.2507,-7614.36,0
642.44,1587.98,1412.75,554.23,2388.09,9079.5,47.41,521.36,2388.03,8155.1,8.4034,393,39.17,23.348,-7633.740000000001,0
642.64,1596.34,1408.61,552.71,2388.07,9053.56,47.58,521.42,2388.12,8132.57,8.4598,394,38.92,23.3239,-7611.15,0
642.99,1592.95,1401.63,553.78,2388.07,9054.25,47.42,521.48,2388.11,8139.17,8.4512,392,38.92,23.2857,-7617.6900000000005,0
642.92,1587.86,1406.51,553.97,2387.99,9089.61,47.44,521.64,2388.04,8166.66,8.4457,394,38.87,23.3339,-7645.0199999999995,0
642.16,1590.79,1392.99,554.66,2387.96,9056.12,47.23,522.33,2388.01,8140.48,8.4302,393,39.12,23.4243,-7618.15,0
642.14,1585.78,1405.47,554.01,2388.13,9042.51,47.54,521.24,2388.08,8127.25,8.4185,392,38.9,23.2039,-7606.01,0
642.47,1587.63,1410.71,552.83,2388.04,9067.77,47.59,521.44,2388.17,8141.62,8.4431,394,38.77,23.3381,-7620.18,0
642.85,1594.16,1411.15,553.2,2388.12,9062.02,47.86,520.78,2388.12,8134.49,8.4515,394,38.63,23.2976,-7613.71,0
642.78,1585.01,1407.19,552.97,2388.04,9069.95,47.59,521.75,2388.08,8155.52,8.4509,392,38.83,23.2543,-7633.77,0
642.25,1590.21,1394.7,553.39,2388.11,9043.22,47.46,522.02,2388.06,8127.26,8.3678,394,39.01,23.5178,-7605.24,0
642.43,1587.83,1393.48,554.4,2388.02,9066.76,47.25,521.68,2388.03,8150.71,8.4158,391,39.0,23.3713,-7629.03,0
642.91,1600.62,1416.91,553.39,2388.2,9041.17,47.68,520.84,2388.15,8124.57,8.4446,394,38.68,23.3456,-7603.73,0
641.89,1584.47,1398.68,553.33,2388.01,9061.42,47.37,522.44,2387.95,8144.44,8.4338,393,39.03,23.3594,-7622.0,0
643.02,1590.11,1405.08,553.81,2388.05,9049.55,47.52,521.99,2388.05,8132.51,8.4723,392,39.12,23.2584,-7610.52,0
642.5,1587.87,1411.56,553.8,2388.14,9053.61,47.54,521.49,2388.08,8136.58,8.4319,394,38.7,23.343,-7615.09,0
643.8,1599.1,1427.12,551.58,2388.25,9053.57,48.06,519.76,2388.3,8127.73,8.4631,395,38.66,23.1593,-7607.969999999999,1
642.81,1598.62,1414.28,553.76,2388.17,9057.62,47.79,521.44,2388.18,8133.83,8.4619,396,38.77,23.1429,-7612.389999999999,0
642.79,1596.51,1422.55,552.22,2388.21,9043.42,47.82,520.53,2388.2,8129.79,8.4687,396,38.57,23.1763,-7609.26,1
642.85,1588.37,1407.29,553.7,2388.17,9050.21,47.56,521.74,2388.12,8129.97,8.426,392,38.83,23.2945,-7608.2300000000005,0
643.15,1592.59,1413.07,552.4,2388.12,9056.26,47.77,521.18,2388.09,8131.06,8.4613,394,38.71,23.2397,-7609.88,0
642.54,1586.83,1410.62,553.56,2388.07,9088.71,47.28,521.56,2388.06,8150.35,8.4162,393,38.81,23.3105,-7628.790000000001,0
642.97,1588.0,1409.2,552.71,2388.06,9070.89,47.32,521.82,2388.09,8149.32,8.4302,394,38.9,23.2139,-7627.5,0
642.74,1591.85,1415.46,552.93,2388.15,9053.6,47.69,521.08,2388.14,8124.69,8.4677,394,38.56,23.2752,-7603.61,0
643.06,1601.96,1414.12,553.11,2388.15,9088.15,47.76,521.1,2388.11,8165.79,8.4845,394,38.55,23.3392,-7644.69,0
